real_timestamp,real_datetime,simulation_time_s,relative_real_time_s
1762569537.7970421,2025-11-08 03:38:57.797042,0.0,0.999793291091919
1762569537.798834,2025-11-08 03:38:57.798834,0.1442910641095092,1.0015852451324463
1762569537.8003345,2025-11-08 03:38:57.800334,0.1452910641095092,1.0030856132507324
1762569537.8297715,2025-11-08 03:38:57.829772,0.185,1.0325226783752441
1762569538.8571117,2025-11-08 03:38:58.857112,0.185,2.0598628520965576
1762569538.922089,2025-11-08 03:38:58.922089,0.185,2.124840259552002
1762569538.923656,2025-11-08 03:38:58.923656,2.0244473295301346,2.1264071464538574
1762569538.925261,2025-11-08 03:38:58.925261,2.0254473295301345,2.128012180328369
1762569539.955646,2025-11-08 03:38:59.955646,2.065,3.1583971977233887
1762569540.0364072,2025-11-08 03:39:00.036407,2.065,3.2391583919525146
1762569541.063167,2025-11-08 03:39:01.063167,2.065,4.265918254852295
1762569541.0647416,2025-11-08 03:39:01.064742,3.4674162548767975,4.267492771148682
1762569541.0658479,2025-11-08 03:39:01.065848,3.4684162548767974,4.268599033355713
1762569542.1058323,2025-11-08 03:39:02.105832,3.508,5.308583498001099
1762569542.1148093,2025-11-08 03:39:02.114809,3.508,5.317560434341431
1762569543.14269,2025-11-08 03:39:03.142690,3.508,6.345441102981567
1762569543.146934,2025-11-08 03:39:03.146934,3.7618799717710605,6.349685192108154
1762569545.1897254,2025-11-08 03:39:05.189725,3.802,8.392476558685303
1762569546.2359912,2025-11-08 03:39:06.235991,3.802,9.438742399215698
1762569546.2398982,2025-11-08 03:39:06.239898,4.445938751430661,9.442649364471436
1762569547.2982993,2025-11-08 03:39:07.298299,4.486,10.501050472259521
1762569547.314471,2025-11-08 03:39:07.314471,4.486,10.517222166061401
1762569548.3411007,2025-11-08 03:39:08.341101,4.486,11.543851852416992
1762569548.3453639,2025-11-08 03:39:08.345364,5.042850843298658,11.548115015029907
1762569549.3940487,2025-11-08 03:39:09.394049,5.083,12.596799850463867
1762569549.4644675,2025-11-08 03:39:09.464468,5.083,12.667218685150146
1762569550.493094,2025-11-08 03:39:10.493094,5.083,13.695845127105713
1762569550.4947195,2025-11-08 03:39:10.494720,6.097234707364539,13.697470664978027
1762569550.496012,2025-11-08 03:39:10.496012,6.098234707364539,13.698763132095337
1762569551.5365877,2025-11-08 03:39:11.536588,6.138,14.739338874816895
1762569551.5518837,2025-11-08 03:39:11.551884,6.138,14.754634857177734
1762569552.5778172,2025-11-08 03:39:12.577817,6.138,15.780568361282349
1762569552.5807729,2025-11-08 03:39:12.580773,7.651821579594499,15.78352403640747
1762569553.6257823,2025-11-08 03:39:13.625782,7.692,16.828533411026
1762569553.692199,2025-11-08 03:39:13.692199,7.692,16.89495015144348
1762569554.7120597,2025-11-08 03:39:14.712060,7.692,17.9148108959198
1762569554.7158842,2025-11-08 03:39:14.715884,7.750382583056654,17.918635368347168
1762569554.7190912,2025-11-08 03:39:14.719091,7.751382583056654,17.921842336654663
1762569557.7687016,2025-11-08 03:39:17.768702,7.751382583056654,20.971452713012695
1762569557.8793416,2025-11-08 03:39:17.879342,7.7791396076255035,21.082092761993408
