msg_id,sender,receiver,payload_size_B,time_send_ms,time_receive_ms,actual_delay_ms,predicted_delay_ms,sender_average_outgoing_delay_ms,sender_average_incoming_delay_ms,sender_num_messages_sent_simultaneously,receiver_average_outgoing_delay_ms,receiver_average_incoming_delay_ms,receiver_num_messages_sent_simultaneously,network_average_delay_ms,network_num_messages_in_transit,network_num_busy_links,network_num_network_nodes,network_num_messages_sent_simultaneously
msg_0,node1,node0,253,300000,300054,54.0,,,,1,,,0,,4,4,5,4
msg_1,node2,node0,253,300000,300065,65.0,,,,1,56.5,,0,56.5,2,2,5,4
msg_2,node3,node0,253,300000,2697000,,23140.0,1237.0,,1,23556.53846153846,232.9,0,13415.826086956522,7,4,5,4
msg_3,node4,node0,253,300000,300059,59.0,,,,1,54.0,,0,54.0,3,3,5,4
msg_4,node0,node1,271,897000,897055,55.0,,59.333333333333336,,3,,54.0,0,59.333333333333336,4,4,5,3
msg_5,node0,node2,271,897000,897077,77.0,,59.333333333333336,60.5,3,,65.0,0,59.8,2,2,5,3
msg_6,node0,node4,271,897000,897066,66.0,,59.333333333333336,,3,,59.0,0,59.333333333333336,4,4,5,3
msg_7,node2,node0,289,897077,914408,17331.0,,77.0,65.0,1,59.333333333333336,66.0,0,62.666666666666664,2,2,5,1
msg_8,node0,node1,278,914408,914630,222.0,,4377.25,66.0,4,55.0,54.0,0,2529.5714285714284,5,5,5,4
msg_9,node0,node2,278,914408,914652,244.0,,4377.25,130.6,4,77.0,8698.0,0,2018.0,4,4,5,4
msg_10,node0,node3,278,914408,915645,1237.0,,4377.25,130.6,4,,,0,2018.0,4,4,5,4
msg_11,node0,node4,278,914408,914641,233.0,,4377.25,66.0,4,66.0,59.0,0,2529.5714285714284,5,5,5,4
msg_12,node1,node0,316,914630,926648,12018.0,,138.5,54.0,1,4377.25,304.85714285714283,0,1785.7272727272727,5,4,5,1
msg_13,node4,node0,316,914641,926653,12012.0,,149.5,59.0,1,4377.25,304.85714285714283,0,1785.7272727272727,5,4,5,1
msg_14,node2,node0,316,914652,926659,12007.0,,160.5,8698.0,1,6923.166666666667,304.85714285714283,0,3359.4615384615386,3,2,5,1
msg_15,node3,node0,316,915645,2697000,,23140.0,1237.0,,1,23556.53846153846,232.9,0,13415.826086956522,7,4,5,1
msg_16,node1,node0,253,1200000,1238011,38011.0,,138.5,6036.0,1,7649.428571428572,304.85714285714283,0,3977.1428571428573,6,4,5,4
msg_17,node2,node0,253,1200000,1238022,38022.0,,160.5,9801.0,1,11444.625,304.85714285714283,0,6246.066666666667,5,3,5,4
msg_18,node3,node0,253,1200000,2697000,,23140.0,1237.0,,1,23556.53846153846,232.9,0,13415.826086956522,7,4,5,4
msg_19,node4,node0,253,1200000,1238016,38016.0,,149.5,6035.5,1,11444.625,304.85714285714283,0,6246.066666666667,5,3,5,4
msg_20,node0,node1,271,1797000,1797054,54.0,,16759.5,304.85714285714283,3,138.5,16694.333333333332,0,9984.058823529413,6,4,5,3
msg_21,node0,node2,271,1797000,1797076,76.0,,16759.5,273.5,3,160.5,16856.25,0,9432.388888888889,5,3,5,3
msg_22,node0,node4,271,1797000,1797065,65.0,,16759.5,273.5,3,149.5,16695.666666666668,0,9432.388888888889,5,3,5,3
