msg_id,sender,receiver,payload_size_B,time_send_ms,time_receive_ms,actual_delay_ms,predicted_delay_ms,sender_average_outgoing_delay_ms,sender_average_incoming_delay_ms,sender_num_messages_sent_simultaneously,receiver_average_outgoing_delay_ms,receiver_average_incoming_delay_ms,receiver_num_messages_sent_simultaneously,network_average_delay_ms,network_num_messages_in_transit,network_num_busy_links,network_num_network_nodes,network_num_messages_sent_simultaneously
msg_0,node4,node0,315,145,197,52.0,,,,4,,,0,,4,4,5,4
msg_1,node4,node1,315,145,203,58.0,,,52.0,4,,,0,52.0,3,3,5,4
msg_2,node4,node2,315,145,214,69.0,,,55.0,4,,,0,55.0,2,2,5,4
msg_3,node4,node3,315,145,225,80.0,,,55.0,4,,,0,55.0,2,2,5,4
msg_4,node4,node0,315,2025,2078,53.0,,,64.75,4,52.0,,0,64.75,4,4,5,4
msg_5,node4,node1,315,2025,2084,59.0,,,62.4,4,58.0,,0,62.4,3,3,5,4
msg_6,node4,node2,315,2025,2095,70.0,,,62.4,4,69.0,,0,62.4,3,3,5,4
msg_7,node4,node3,315,2025,2106,81.0,,,63.0,4,80.0,,0,63.0,1,1,5,4
msg_8,node4,node0,315,3468,3521,53.0,,,65.25,4,52.5,,0,65.25,4,4,5,4
msg_9,node4,node1,315,3468,3527,59.0,,,65.25,4,58.5,,0,65.25,4,4,5,4
msg_10,node4,node2,316,3468,3538,70.0,,,63.4,4,69.5,,0,63.4,2,2,5,4
msg_11,node4,node3,316,3468,3549,81.0,,,63.4,4,80.5,,0,63.4,2,2,5,4
msg_12,node4,node0,316,3761,3815,54.0,,,65.41666666666667,4,52.666666666666664,,0,65.41666666666667,4,4,5,4
msg_13,node4,node1,316,3761,3821,60.0,,,64.53846153846153,4,58.666666666666664,,0,64.53846153846153,3,3,5,4
msg_14,node4,node2,316,3761,3832,71.0,,,64.53846153846153,4,69.66666666666667,,0,64.53846153846153,3,3,5,4
msg_15,node4,node3,316,3761,3843,82.0,,,64.53846153846153,4,80.66666666666667,,0,64.53846153846153,3,3,5,4
msg_16,node4,node0,316,4445,4498,53.0,,,65.75,4,53.0,,0,65.75,4,4,5,4
msg_17,node4,node1,316,4445,4504,59.0,,,65.0,4,59.0,,0,65.0,3,3,5,4
msg_18,node4,node2,316,4445,4521,76.0,,,64.66666666666667,4,70.0,,0,64.66666666666667,2,2,5,4
msg_19,node4,node3,316,4445,4526,81.0,,,64.66666666666667,4,81.0,,0,64.66666666666667,2,2,5,4
msg_20,node4,node0,316,5042,5095,53.0,,,66.05,4,53.0,,0,66.05,4,4,5,4
msg_21,node4,node1,316,5042,5101,59.0,,,65.42857142857143,4,59.0,,0,65.42857142857143,3,3,5,4
msg_22,node4,node2,316,5042,5118,76.0,,,65.13636363636364,4,71.2,,0,65.13636363636364,2,2,5,4
msg_23,node4,node3,316,5042,5123,81.0,,,65.13636363636364,4,81.0,,0,65.13636363636364,2,2,5,4
msg_24,node4,node0,316,6098,6151,53.0,,,66.25,4,53.0,,0,66.25,4,4,5,4
msg_25,node4,node1,316,6098,6157,59.0,,,65.72,4,59.0,,0,65.72,3,3,5,4
msg_26,node4,node2,316,6098,6168,70.0,,,65.72,4,72.0,,0,65.72,3,3,5,4
msg_27,node4,node3,316,6098,6179,81.0,,,65.72,4,81.0,,0,65.72,3,3,5,4
msg_28,node4,node0,316,7651,7704,53.0,,,66.17857142857143,4,53.0,,0,66.17857142857143,4,4,5,4
msg_29,node4,node1,316,7651,7710,59.0,,,65.72413793103448,4,59.0,,0,65.72413793103448,3,3,5,4
msg_30,node4,node2,316,7651,7727,76.0,,,65.5,4,71.71428571428571,,0,65.5,2,2,5,4
msg_31,node4,node3,316,7651,7732,81.0,,,65.5,4,81.0,,0,65.5,2,2,5,4
msg_32,node4,node0,316,7751,7799,48.0,,,66.3125,4,53.0,,0,66.3125,8,4,5,4
msg_33,node4,node1,316,7751,7810,59.0,,,66.3125,4,59.0,,0,66.3125,8,4,5,4
msg_34,node4,node2,316,7751,7821,70.0,,,65.55882352941177,4,72.25,,0,65.55882352941177,6,4,5,4
msg_35,node4,node3,316,7751,7865,114.0,,,65.55882352941177,4,81.0,,0,65.55882352941177,6,4,5,4
msg_36,node4,node0,316,7780,7832,52.0,,,65.55882352941177,4,52.44444444444444,,0,65.55882352941177,6,4,5,4
msg_37,node4,node1,316,7780,7843,63.0,,,65.55882352941177,4,59.0,,0,65.55882352941177,6,4,5,4
msg_38,node4,node2,316,7780,7854,74.0,,,65.55882352941177,4,72.25,,0,65.55882352941177,6,4,5,4
msg_39,node4,node3,316,7780,7876,96.0,,,66.71794871794872,4,84.66666666666667,,0,66.71794871794872,1,1,5,4
msg_40,node4,node0,316,9585,9638,53.0,,,67.45,4,52.4,,0,67.45,4,4,5,4
msg_41,node4,node1,316,9585,9644,59.0,,,67.09756097560975,4,59.4,,0,67.09756097560975,3,3,5,4
msg_42,node4,node2,316,9585,9655,70.0,,,67.09756097560975,4,72.2,,0,67.09756097560975,3,3,5,4
msg_43,node4,node3,316,9585,9666,81.0,,,66.97674418604652,4,85.8,,0,66.97674418604652,1,1,5,4
msg_44,node4,node0,316,10152,10205,53.0,,,67.29545454545455,4,52.45454545454545,,0,67.29545454545455,4,4,5,4
msg_45,node4,node1,316,10152,10211,59.0,,,66.97777777777777,4,59.36363636363637,,0,66.97777777777777,3,3,5,4
msg_46,node4,node2,316,10152,10222,70.0,,,66.97777777777777,4,72.0,,0,66.97777777777777,3,3,5,4
msg_47,node4,node3,316,10152,10233,81.0,,,66.87234042553192,4,85.36363636363636,,0,66.87234042553192,1,1,5,4
msg_48,node4,node0,316,11590,11643,53.0,,,67.16666666666667,4,52.5,,0,67.16666666666667,8,4,5,4
msg_49,node4,node1,316,11590,11654,64.0,,,66.56,4,59.333333333333336,,0,66.56,6,3,5,4
msg_50,node4,node2,316,11590,11665,75.0,,,66.56,4,71.83333333333333,,0,66.56,6,3,5,4
msg_51,node4,node3,316,11590,11676,86.0,,,66.56,4,85.0,,0,66.56,6,3,5,4
msg_52,node4,node0,316,11592,11643,51.0,,,67.16666666666667,4,52.5,,0,67.16666666666667,8,4,5,4
msg_53,node4,node1,316,11592,11654,62.0,,,66.56,4,59.333333333333336,,0,66.56,6,3,5,4
msg_54,node4,node2,316,11592,11665,73.0,,,66.56,4,71.83333333333333,,0,66.56,6,3,5,4
msg_55,node4,node3,316,11592,11676,84.0,,,66.56,4,85.0,,0,66.56,6,3,5,4
msg_56,node4,node0,316,12180,12234,54.0,,,67.35714285714286,4,52.42857142857143,,0,67.35714285714286,4,4,5,4
msg_57,node4,node1,316,12180,12240,60.0,,,67.12280701754386,4,59.857142857142854,,0,67.12280701754386,3,3,5,4
msg_58,node4,node2,316,12180,12251,71.0,,,67.12280701754386,4,72.14285714285714,,0,67.12280701754386,3,3,5,4
msg_59,node4,node3,316,12180,12262,82.0,,,67.12280701754386,4,85.0,,0,67.12280701754386,3,3,5,4
msg_60,node4,node0,316,13460,13507,,,,67.31666666666666,4,52.53333333333333,,0,67.31666666666666,4,4,5,4
msg_61,node4,node1,316,13460,13507,,,,67.31666666666666,4,59.86666666666667,,0,67.31666666666666,4,4,5,4
msg_62,node4,node2,316,13460,13510,,50.0,,67.31666666666666,4,72.06666666666666,,0,67.31666666666666,4,4,5,4
msg_63,node4,node3,316,13460,13510,,50.0,,67.31666666666666,4,84.8,,0,67.31666666666666,4,4,5,4
msg_64,node4,node0,316,13720,13770,,50.0,,66.140625,4,52.1875,,0,66.140625,4,4,5,4
msg_65,node4,node1,316,13720,13770,,50.0,,66.140625,4,59.0625,,0,66.140625,4,4,5,4
msg_66,node4,node2,316,13720,13770,,50.0,,66.140625,4,70.6875,,0,66.140625,4,4,5,4
msg_67,node4,node3,316,13720,13770,,50.0,,66.140625,4,82.625,,0,66.140625,4,4,5,4
msg_68,node4,node0,316,16625,16676,,51.0,,65.19117647058823,4,52.05882352941177,,0,65.19117647058823,4,4,5,4
msg_69,node4,node1,316,16625,16676,,51.0,,65.19117647058823,4,58.529411764705884,,0,65.19117647058823,4,4,5,4
msg_70,node4,node2,316,16625,16676,,51.0,,65.19117647058823,4,69.47058823529412,,0,65.19117647058823,4,4,5,4
msg_71,node4,node3,316,16625,16676,,51.0,,65.19117647058823,4,80.70588235294117,,0,65.19117647058823,4,4,5,4
msg_72,node4,node0,316,18942,18992,,50.0,,64.40277777777777,4,52.0,,0,64.40277777777777,4,4,5,4
msg_73,node4,node1,316,18942,18992,,50.0,,64.40277777777777,4,58.111111111111114,,0,64.40277777777777,4,4,5,4
msg_74,node4,node2,316,18942,18992,,50.0,,64.40277777777777,4,68.44444444444444,,0,64.40277777777777,4,4,5,4
msg_75,node4,node3,316,18942,18992,,50.0,,64.40277777777777,4,79.05555555555556,,0,64.40277777777777,4,4,5,4
msg_76,node4,node0,316,18992,19042,,50.0,,63.64473684210526,4,51.89473684210526,,0,63.64473684210526,4,4,5,4
msg_77,node4,node1,316,18992,19042,,50.0,,63.64473684210526,4,57.68421052631579,,0,63.64473684210526,4,4,5,4
msg_78,node4,node2,316,18992,19042,,50.0,,63.64473684210526,4,67.47368421052632,,0,63.64473684210526,4,4,5,4
msg_79,node4,node3,316,18992,19042,,50.0,,63.64473684210526,4,77.52631578947368,,0,63.64473684210526,4,4,5,4
msg_80,node4,node0,316,19042,19092,,50.0,,62.9625,4,51.8,,0,62.9625,4,4,5,4
msg_81,node4,node1,316,19042,19092,,50.0,,62.9625,4,57.3,,0,62.9625,4,4,5,4
msg_82,node4,node2,316,19042,19092,,50.0,,62.9625,4,66.6,,0,62.9625,4,4,5,4
msg_83,node4,node3,316,19042,19092,,50.0,,62.9625,4,76.15,,0,62.9625,4,4,5,4
msg_84,node4,node0,316,19777,19827,,50.0,,62.345238095238095,4,51.714285714285715,,0,62.345238095238095,4,4,5,4
msg_85,node4,node1,316,19777,19827,,50.0,,62.345238095238095,4,56.95238095238095,,0,62.345238095238095,4,4,5,4
msg_86,node4,node2,316,19777,19827,,50.0,,62.345238095238095,4,65.80952380952381,,0,62.345238095238095,4,4,5,4
