real_timestamp,real_datetime,simulation_time_s,relative_real_time_s
1757435674.0408988,2025-09-09 18:34:34.040899,0.0,0.9985709190368652
1757435674.043104,2025-09-09 18:34:34.043104,0.1442910641095092,1.0007760524749756
1757435674.0448623,2025-09-09 18:34:34.044862,0.1452910641095092,1.0025343894958496
1757435675.1515698,2025-09-09 18:34:35.151570,0.146,2.1092419624328613
1757435675.1692698,2025-09-09 18:34:35.169270,0.146,2.1269419193267822
1757435676.1955297,2025-09-09 18:34:36.195530,0.146,3.1532018184661865
1757435676.197349,2025-09-09 18:34:36.197349,2.0244473295301346,3.1550211906433105
1757435676.198759,2025-09-09 18:34:36.198759,2.0254473295301345,3.156431198120117
1757435677.2280455,2025-09-09 18:34:37.228045,2.026,4.185717582702637
1757435677.2389956,2025-09-09 18:34:37.238996,2.026,4.196667671203613
1757435678.254543,2025-09-09 18:34:38.254543,2.026,5.212215185165405
1757435678.2598596,2025-09-09 18:34:38.259860,3.4674162548767975,5.217531681060791
1757435678.2644157,2025-09-09 18:34:38.264416,3.4684162548767974,5.222087860107422
1757435679.3024879,2025-09-09 18:34:39.302488,3.469,6.260159969329834
1757435679.3087828,2025-09-09 18:34:39.308783,3.469,6.2664549350738525
1757435680.3349104,2025-09-09 18:34:40.334910,3.469,7.2925825119018555
1757435680.3407516,2025-09-09 18:34:40.340752,3.7618799717710605,7.298423767089844
1757435681.3905692,2025-09-09 18:34:41.390569,3.763,8.348241329193115
1757435681.4719348,2025-09-09 18:34:41.471935,3.763,8.429606914520264
1757435682.5016012,2025-09-09 18:34:42.501601,3.763,9.459273338317871
1757435682.503225,2025-09-09 18:34:42.503225,4.445938751430661,9.460897207260132
1757435683.540027,2025-09-09 18:34:43.540027,4.447,10.49769902229309
1757435684.5588677,2025-09-09 18:34:44.558868,4.447,11.516539812088013
1757435684.6506336,2025-09-09 18:34:44.650634,4.447,11.60830569267273
1757435684.6560607,2025-09-09 18:34:44.656061,5.042850843298658,11.613732814788818
1757435685.6906915,2025-09-09 18:34:45.690691,5.044,12.648363590240479
