msg_id,sender,receiver,size_B,time_send_ms,time_receive_ms,delay_ms
node49_0,node49,node0,200,1000,1003.0,3.0
node49_1,node49,node1,200,1000,1003.0,3.0
node49_2,node49,node2,200,1000,1004.0,4.0
node49_3,node49,node3,200,1000,1004.0,4.0
node49_4,node49,node4,200,1000,,
node49_5,node49,node5,200,1000,,
node49_6,node49,node6,200,1000,1005.0,5.0
node49_7,node49,node7,200,1000,1005.0,5.0
node49_8,node49,node8,200,1000,1006.0,6.0
node49_9,node49,node9,200,1000,1006.0,6.0
node49_10,node49,node10,200,1000,1004.0,4.0
node49_11,node49,node11,200,1000,,
node49_12,node49,node12,200,1000,,
node49_13,node49,node13,200,1000,1007.0,7.0
node49_14,node49,node14,200,1000,1005.0,5.0
node49_15,node49,node15,200,1000,1007.0,7.0
node49_16,node49,node16,200,1000,,
node49_17,node49,node17,200,1000,1008.0,8.0
node49_18,node49,node18,200,1000,,
node49_19,node49,node19,200,1000,,
node49_20,node49,node20,200,1000,1008.0,8.0
node49_21,node49,node21,200,1000,1007.0,7.0
node49_22,node49,node22,200,1000,,
node49_23,node49,node23,200,1000,,
node49_24,node49,node24,200,1000,1009.0,9.0
node49_25,node49,node25,200,1000,1009.0,9.0
node49_26,node49,node26,200,1000,,
node49_27,node49,node27,200,1000,1010.0,10.0
node49_28,node49,node28,200,1000,,
node49_29,node49,node29,200,1000,,
node49_30,node49,node30,200,1000,,
node49_31,node49,node31,200,1000,1009.0,9.0
node49_32,node49,node32,200,1000,1009.0,9.0
node49_33,node49,node33,200,1000,1010.0,10.0
node49_34,node49,node34,200,1000,,
node49_35,node49,node35,200,1000,1011.0,11.0
node49_36,node49,node36,200,1000,1011.0,11.0
node49_37,node49,node37,200,1000,1012.0,12.0
node49_38,node49,node38,200,1000,,
node49_39,node49,node39,200,1000,,
node49_40,node49,node40,200,1000,1012.0,12.0
node49_41,node49,node41,200,1000,1012.0,12.0
node49_42,node49,node42,200,1000,,
node49_43,node49,node43,200,1000,,
node49_44,node49,node44,200,1000,1013.0,13.0
node49_45,node49,node45,200,1000,1013.0,13.0
node49_46,node49,node46,200,1000,1013.0,13.0
node49_47,node49,node47,200,1000,,
node49_48,node49,node48,200,1000,,
node49_49,node49,node0,200,2000,2003.0,3.0
node49_50,node49,node1,200,2000,2003.0,3.0
node49_51,node49,node2,200,2000,2004.0,4.0
node49_52,node49,node3,200,2000,2004.0,4.0
node49_53,node49,node4,200,2000,,
node49_54,node49,node5,200,2000,,
node49_55,node49,node6,200,2000,2005.0,5.0
node49_56,node49,node7,200,2000,2005.0,5.0
node49_57,node49,node8,200,2000,2006.0,6.0
node49_58,node49,node9,200,2000,2006.0,6.0
node49_59,node49,node10,200,2000,2004.0,4.0
node49_60,node49,node11,200,2000,,
node49_61,node49,node12,200,2000,,
node49_62,node49,node13,200,2000,2007.0,7.0
node49_63,node49,node14,200,2000,2005.0,5.0
node49_64,node49,node15,200,2000,2007.0,7.0
node49_65,node49,node16,200,2000,,
node49_66,node49,node17,200,2000,2008.0,8.0
node49_67,node49,node18,200,2000,,
node49_68,node49,node19,200,2000,,
node49_69,node49,node20,200,2000,2008.0,8.0
node49_70,node49,node21,200,2000,2007.0,7.0
node49_71,node49,node22,200,2000,,
node49_72,node49,node23,200,2000,,
node49_73,node49,node24,200,2000,2009.0,9.0
node49_74,node49,node25,200,2000,2009.0,9.0
node49_75,node49,node26,200,2000,,
node49_76,node49,node27,200,2000,2010.0,10.0
node49_77,node49,node28,200,2000,,
node49_78,node49,node29,200,2000,,
node49_79,node49,node30,200,2000,,
node49_80,node49,node31,200,2000,2009.0,9.0
node49_81,node49,node32,200,2000,2009.0,9.0
node49_82,node49,node33,200,2000,2010.0,10.0
node49_83,node49,node34,200,2000,,
node49_84,node49,node35,200,2000,2011.0,11.0
node49_85,node49,node36,200,2000,2011.0,11.0
node49_86,node49,node37,200,2000,2012.0,12.0
node49_87,node49,node38,200,2000,,
node49_88,node49,node39,200,2000,,
node49_89,node49,node40,200,2000,2012.0,12.0
node49_90,node49,node41,200,2000,2012.0,12.0
node49_91,node49,node42,200,2000,,
node49_92,node49,node43,200,2000,,
node49_93,node49,node44,200,2000,2013.0,13.0
node49_94,node49,node45,200,2000,2013.0,13.0
node49_95,node49,node46,200,2000,2013.0,13.0
node49_96,node49,node47,200,2000,,
node49_97,node49,node48,200,2000,,
node49_98,node49,node0,200,3000,3003.0,3.0
node49_99,node49,node1,200,3000,3003.0,3.0
node49_100,node49,node2,200,3000,3004.0,4.0
node49_101,node49,node3,200,3000,3004.0,4.0
node49_102,node49,node4,200,3000,,
node49_103,node49,node5,200,3000,,
node49_104,node49,node6,200,3000,3005.0,5.0
node49_105,node49,node7,200,3000,3005.0,5.0
node49_106,node49,node8,200,3000,3006.0,6.0
node49_107,node49,node9,200,3000,3006.0,6.0
node49_108,node49,node10,200,3000,3004.0,4.0
node49_109,node49,node11,200,3000,,
node49_110,node49,node12,200,3000,,
node49_111,node49,node13,200,3000,3007.0,7.0
node49_112,node49,node14,200,3000,3005.0,5.0
node49_113,node49,node15,200,3000,3007.0,7.0
node49_114,node49,node16,200,3000,,
node49_115,node49,node17,200,3000,3008.0,8.0
node49_116,node49,node18,200,3000,,
node49_117,node49,node19,200,3000,,
node49_118,node49,node20,200,3000,3008.0,8.0
node49_119,node49,node21,200,3000,3007.0,7.0
node49_120,node49,node22,200,3000,,
node49_121,node49,node23,200,3000,,
node49_122,node49,node24,200,3000,3009.0,9.0
node49_123,node49,node25,200,3000,3009.0,9.0
node49_124,node49,node26,200,3000,,
node49_125,node49,node27,200,3000,3010.0,10.0
node49_126,node49,node28,200,3000,,
node49_127,node49,node29,200,3000,,
node49_128,node49,node30,200,3000,,
node49_129,node49,node31,200,3000,3009.0,9.0
node49_130,node49,node32,200,3000,3009.0,9.0
node49_131,node49,node33,200,3000,3010.0,10.0
node49_132,node49,node34,200,3000,,
node49_133,node49,node35,200,3000,3011.0,11.0
node49_134,node49,node36,200,3000,3011.0,11.0
node49_135,node49,node37,200,3000,3012.0,12.0
node49_136,node49,node38,200,3000,,
node49_137,node49,node39,200,3000,,
node49_138,node49,node40,200,3000,3012.0,12.0
node49_139,node49,node41,200,3000,3012.0,12.0
node49_140,node49,node42,200,3000,,
node49_141,node49,node43,200,3000,,
node49_142,node49,node44,200,3000,3013.0,13.0
node49_143,node49,node45,200,3000,3013.0,13.0
node49_144,node49,node46,200,3000,3013.0,13.0
node49_145,node49,node47,200,3000,,
node49_146,node49,node48,200,3000,,
node49_147,node49,node0,200,4000,4004.0,4.0
node49_148,node49,node1,200,4000,4004.0,4.0
node49_149,node49,node2,200,4000,4005.0,5.0
node49_150,node49,node3,200,4000,4005.0,5.0
node49_151,node49,node4,200,4000,,
node49_152,node49,node5,200,4000,,
node49_153,node49,node6,200,4000,4006.0,6.0
node49_154,node49,node7,200,4000,4006.0,6.0
node49_155,node49,node8,200,4000,4007.0,7.0
node49_156,node49,node9,200,4000,4007.0,7.0
node49_157,node49,node10,200,4000,4004.0,4.0
node49_158,node49,node11,200,4000,,
node49_159,node49,node12,200,4000,,
node49_160,node49,node13,200,4000,4008.0,8.0
node49_161,node49,node14,200,4000,4005.0,5.0
node49_162,node49,node15,200,4000,4008.0,8.0
node49_163,node49,node16,200,4000,,
node49_164,node49,node17,200,4000,4009.0,9.0
node49_165,node49,node18,200,4000,,
node49_166,node49,node19,200,4000,,
node49_167,node49,node20,200,4000,4009.0,9.0
node49_168,node49,node21,200,4000,4007.0,7.0
node49_169,node49,node22,200,4000,,
node49_170,node49,node23,200,4000,,
node49_171,node49,node24,200,4000,4010.0,10.0
node49_172,node49,node25,200,4000,4011.0,11.0
node49_173,node49,node26,200,4000,,
node49_174,node49,node27,200,4000,4011.0,11.0
node49_175,node49,node28,200,4000,,
node49_176,node49,node29,200,4000,,
node49_177,node49,node30,200,4000,,
node49_178,node49,node31,200,4000,4009.0,9.0
node49_179,node49,node32,200,4000,4009.0,9.0
node49_180,node49,node33,200,4000,4011.0,11.0
node49_181,node49,node34,200,4000,,
node49_182,node49,node35,200,4000,4012.0,12.0
node49_183,node49,node36,200,4000,4012.0,12.0
node49_184,node49,node37,200,4000,4012.0,12.0
node49_185,node49,node38,200,4000,,
node49_186,node49,node39,200,4000,,
node49_187,node49,node40,200,4000,4013.0,13.0
node49_188,node49,node41,200,4000,4013.0,13.0
node49_189,node49,node42,200,4000,,
node49_190,node49,node43,200,4000,,
node49_191,node49,node44,200,4000,4014.0,14.0
