msg_id,sender,receiver,size_B,time_send_ms,time_receive_ms,delay_ms
node49_0,node49,node0,100,900000,900002,2
node49_1,node49,node1,100,900000,900002,2
node49_2,node49,node2,100,900000,900003,3
node49_3,node49,node3,100,900000,900004,4
node49_6,node49,node6,100,900000,900004,4
node49_7,node49,node7,100,900000,900004,4
node49_8,node49,node8,100,900000,900005,5
node49_9,node49,node9,100,900000,900005,5
node49_10,node49,node10,100,900000,900004,4
node49_13,node49,node13,100,900000,900007,7
node49_14,node49,node14,100,900000,900005,5
node49_15,node49,node15,100,900000,900007,7
node49_17,node49,node17,100,900000,900008,8
node49_20,node49,node20,100,900000,900008,8
node49_21,node49,node21,100,900000,900006,6
node49_24,node49,node24,100,900000,900009,9
node49_25,node49,node25,100,900000,900010,10
node49_27,node49,node27,100,900000,900010,10
node49_31,node49,node31,100,900000,900008,8
node49_32,node49,node32,100,900000,900009,9
node49_33,node49,node33,100,900000,900010,10
node49_35,node49,node35,100,900000,900011,11
node49_36,node49,node36,100,900000,900011,11
node49_37,node49,node37,100,900000,900011,11
node49_40,node49,node40,100,900000,900011,11
node49_41,node49,node41,100,900000,900012,12
node49_44,node49,node44,100,900000,900012,12
node49_45,node49,node45,100,900000,900012,12
node49_46,node49,node46,100,900000,900013,13
