msg_id,sender,receiver,payload_size_B,time_send_ms,time_receive_ms,actual_delay_ms,predicted_delay_ms,sender_average_outgoing_delay_ms,sender_average_incoming_delay_ms,sender_num_messages_sent_simultaneously,receiver_average_outgoing_delay_ms,receiver_average_incoming_delay_ms,receiver_num_messages_sent_simultaneously,network_average_delay_ms,network_num_messages_in_transit,network_num_busy_links,network_num_network_nodes,network_num_messages_sent_simultaneously
msg_0,node0,node1,315,1000,1048,48,,,,1,,,0,,1,1,2,1
msg_1,node0,node2,315,11000,11053,53,,,48.0,1,,,0,48.0,2,2,3,2
msg_2,node1,node0,315,11000,11054,54,,48.0,,1,,50.5,1,50.5,1,1,3,2
msg_3,node0,node3,315,21000,21053,53,,54.0,50.5,1,,,0,51.666666666666664,3,3,4,3
msg_4,node1,node2,315,21000,21058,58,,48.0,54.0,1,53.0,,1,52.0,2,2,4,3
msg_5,node2,node0,315,21000,21058,58,,53.0,,1,54.0,51.333333333333336,1,52.0,2,2,4,3
msg_6,node0,node4,315,31000,31047,47,,56.0,51.333333333333336,1,,,0,54.0,4,4,5,4
msg_7,node1,node3,315,31000,31055,55,,48.0,56.0,1,53.0,,1,53.0,3,3,5,4
msg_8,node2,node1,315,31000,31055,55,,55.5,58.0,1,48.0,56.0,1,53.0,3,3,5,4
msg_9,node3,node0,315,31000,31055,55,,53.0,,1,56.0,50.25,1,53.0,3,3,5,4
msg_10,node0,node5,315,41000,41047,47,,55.666666666666664,50.25,1,,,0,53.6,5,5,6,5
msg_11,node1,node4,315,41000,41052,52,,51.5,55.666666666666664,1,47.0,50.0,1,52.75,3,3,6,5
msg_12,node2,node3,315,41000,41064,64,,55.5,56.5,1,54.0,56.0,1,53.0,1,1,6,5
msg_13,node3,node1,315,41000,41057,57,,54.0,55.0,1,51.5,55.666666666666664,1,52.75,3,3,6,5
msg_14,node4,node0,315,41000,41050,50,,47.0,,1,55.666666666666664,49.6,1,53.0,4,4,6,5
msg_15,node0,node6,315,51000,51047,47,,54.25,49.6,1,,,0,53.733333333333334,6,6,7,6
msg_16,node1,node5,315,51000,51054,54,,53.333333333333336,54.75,1,47.0,,1,53.3125,5,5,7,6
msg_17,node2,node4,315,51000,51060,60,,55.5,59.0,1,49.5,51.5,1,53.31578947368421,2,2,7,6
msg_18,node3,node2,315,51000,51066,66,,57.333333333333336,56.0,1,55.5,59.25,1,53.65,1,1,7,6
msg_19,node4,node1,315,51000,51053,53,,49.5,50.0,1,53.333333333333336,54.75,1,53.3125,5,5,7,6
msg_20,node5,node0,315,51000,51053,53,,47.0,,1,54.25,49.166666666666664,1,53.3125,5,5,7,6
msg_21,node0,node7,315,61000,61048,48,,54.0,49.166666666666664,1,,,0,54.23809523809524,7,7,8,7
msg_22,node1,node6,315,61000,61054,54,,53.0,54.6,1,47.0,52.0,1,53.791666666666664,4,4,8,7
msg_23,node2,node5,315,61000,61060,60,,59.0,59.25,1,50.5,52.5,1,54.18518518518518,1,1,8,7
msg_24,node3,node4,315,61000,61059,59,,57.333333333333336,59.333333333333336,1,53.0,51.5,1,53.791666666666664,4,4,8,7
msg_25,node4,node2,315,61000,61059,59,,53.0,51.5,1,59.0,59.25,1,53.791666666666664,4,4,8,7
msg_26,node5,node1,315,61000,61052,52,,50.5,53.0,1,53.25,54.6,1,53.95454545454545,6,6,8,7
msg_27,node6,node0,315,61000,61052,52,,47.0,,1,54.0,49.0,1,53.95454545454545,6,6,8,7
msg_28,node0,node8,315,71000,71047,47,,53.666666666666664,49.0,1,,,0,54.392857142857146,8,8,9,8
msg_29,node1,node7,315,71000,71052,52,,53.0,54.5,1,48.0,,1,54.13793103448276,7,7,9,8
msg_30,node2,node6,315,71000,71058,58,,58.6,59.4,1,50.5,51.0,1,54.0,2,2,9,8
msg_31,node3,node5,315,71000,71058,58,,57.25,59.25,1,53.666666666666664,54.0,1,54.0,2,2,9,8
msg_32,node4,node3,315,71000,71057,57,,54.5,54.0,1,57.333333333333336,59.25,1,53.90909090909091,3,3,9,8
msg_33,node5,node2,315,71000,71057,57,,53.666666666666664,52.5,1,59.0,59.4,1,53.8125,4,4,9,8
msg_34,node6,node1,315,71000,71050,50,,50.5,52.0,1,53.0,54.5,1,54.13793103448276,7,7,9,8
msg_35,node7,node0,315,71000,71050,50,,48.0,,1,53.666666666666664,48.75,1,54.13793103448276,7,7,9,8
msg_36,node0,node9,315,81000,81047,47,,53.142857142857146,48.75,1,,,0,54.22222222222222,9,9,10,9
msg_37,node1,node8,315,81000,81054,54,,52.5,54.142857142857146,1,47.0,,1,54.027027027027025,8,8,10,9
msg_38,node2,node7,315,81000,81060,60,,58.666666666666664,59.166666666666664,1,50.0,51.0,1,54.023809523809526,3,3,10,9
msg_39,node3,node6,315,81000,81060,60,,57.25,59.0,1,53.0,53.666666666666664,1,54.023809523809526,3,3,10,9
msg_40,node4,node5,315,81000,81054,54,,54.5,54.75,1,54.75,54.0,1,54.027027027027025,8,8,10,9
msg_41,node5,node3,315,81000,81060,60,,54.6,54.0,1,57.25,59.0,1,54.023809523809526,3,3,10,9
msg_42,node6,node2,315,81000,81059,59,,53.0,51.0,1,58.6,59.166666666666664,1,53.90243902439025,4,4,10,9
msg_43,node7,node1,315,81000,81052,52,,50.0,50.0,1,52.5,54.142857142857146,1,54.027027027027025,8,8,10,9
msg_44,node8,node0,315,81000,81051,51,,47.0,,1,53.142857142857146,48.55555555555556,1,54.027027027027025,8,8,10,9
msg_45,node1,node9,315,91000,91047,47,,52.42857142857143,54.125,1,47.0,,1,54.422222222222224,9,9,10,9
msg_46,node2,node8,315,91000,91055,55,,58.666666666666664,59.285714285714285,1,50.5,49.5,1,54.0,6,6,10,9
msg_47,node3,node7,315,91000,91055,55,,57.8,59.166666666666664,1,53.333333333333336,51.0,1,54.0,6,6,10,9
msg_48,node4,node6,315,91000,91049,49,,54.5,54.6,1,54.75,53.666666666666664,1,54.0,6,6,10,9
