real_timestamp,real_datetime,simulation_time_s,relative_real_time_s
1763365531.7004898,2025-11-17 08:45:31.700490,0.0,1.000474214553833
1763365531.701021,2025-11-17 08:45:31.701021,60.0,1.0010054111480713
1763365531.7338414,2025-11-17 08:45:31.733841,60.04,1.0338258743286133
1763365532.7587543,2025-11-17 08:45:32.758754,60.04,2.0587387084960938
1763365532.8282304,2025-11-17 08:45:32.828230,60.04,2.1282148361206055
1763365532.8298306,2025-11-17 08:45:32.829831,65.03999999999999,2.129815101623535
1763365535.8649676,2025-11-17 08:45:35.864968,65.03999999999999,5.164952039718628
1763365535.8686492,2025-11-17 08:45:35.868649,120.0,5.168633699417114
1763365536.909344,2025-11-17 08:45:36.909344,120.04,6.2093284130096436
1763365537.0011582,2025-11-17 08:45:37.001158,120.04,6.301142692565918
1763365538.0288858,2025-11-17 08:45:38.028886,120.04,7.3288702964782715
1763365538.0295334,2025-11-17 08:45:38.029533,125.04,7.329517841339111
1763365538.0660698,2025-11-17 08:45:38.066070,125.04,7.36605429649353
1763365539.1594152,2025-11-17 08:45:39.159415,125.08,8.459399700164795
1763365539.2151341,2025-11-17 08:45:39.215134,125.08,8.515118598937988
1763365539.2156088,2025-11-17 08:45:39.215609,180.0,8.51559329032898
1763365540.2550726,2025-11-17 08:45:40.255073,180.04,9.555057048797607
1763365540.3292682,2025-11-17 08:45:40.329268,180.04,9.629252672195435
1763365541.3572183,2025-11-17 08:45:41.357218,180.04,10.65720272064209
1763365541.3579443,2025-11-17 08:45:41.357944,185.04,10.657928705215454
1763365542.4063153,2025-11-17 08:45:42.406315,185.08,11.706299781799316
1763365542.4271288,2025-11-17 08:45:42.427129,185.08,11.727113246917725
1763365543.4569097,2025-11-17 08:45:43.456910,185.08,12.7568941116333
1763365543.458326,2025-11-17 08:45:43.458326,240.0,12.758310556411743
1763365544.5109344,2025-11-17 08:45:44.510934,240.04,13.810918807983398
1763365544.5775568,2025-11-17 08:45:44.577557,240.04,13.877541303634644
1763365545.6077375,2025-11-17 08:45:45.607738,240.04,14.907721996307373
1763365545.6096,2025-11-17 08:45:45.609600,245.04,14.909584522247314
1763365546.6591175,2025-11-17 08:45:46.659117,245.08,15.959101915359497
1763365546.7461834,2025-11-17 08:45:46.746183,245.08,16.046167850494385
1763365547.7757373,2025-11-17 08:45:47.775737,245.08,17.075721740722656
1763365547.7770882,2025-11-17 08:45:47.777088,300.0,17.077072620391846
1763365548.8182285,2025-11-17 08:45:48.818228,300.04,18.118212938308716
1763365548.9116485,2025-11-17 08:45:48.911649,300.04,18.21163296699524
1763365549.9462905,2025-11-17 08:45:49.946290,300.04,19.246274948120117
1763365549.948158,2025-11-17 08:45:49.948158,305.04,19.24814248085022
1763365553.9844131,2025-11-17 08:45:53.984413,305.04,23.2843976020813
1763365554.0952506,2025-11-17 08:45:54.095251,360.0,23.395235061645508
1763365555.1441176,2025-11-17 08:45:55.144118,360.04,24.4441020488739
1763365555.160998,2025-11-17 08:45:55.160998,360.04,24.46098256111145
1763365556.179134,2025-11-17 08:45:56.179134,360.04,25.47911834716797
1763365556.248334,2025-11-17 08:45:56.248334,360.04,25.54831838607788
1763365556.2500048,2025-11-17 08:45:56.250005,365.04,25.549989223480225
1763365562.2960622,2025-11-17 08:46:02.296062,365.04,31.596046686172485
1763365562.381562,2025-11-17 08:46:02.381562,420.0,31.681546449661255
1763365563.42688,2025-11-17 08:46:03.426880,420.04,32.72686433792114
1763365565.0441895,2025-11-17 08:46:05.044189,420.04,34.34417390823364
1763365565.044956,2025-11-17 08:46:05.044956,665.04,34.344940423965454
1763365565.0693827,2025-11-17 08:46:05.069383,665.08,34.36936712265015
1763365565.070839,2025-11-17 08:46:05.070839,670.08,34.3708233833313
1763365565.0870879,2025-11-17 08:46:05.087088,670.12,34.38707232475281
1763365565.088128,2025-11-17 08:46:05.088128,725.04,34.38811254501343
1763365565.1055396,2025-11-17 08:46:05.105540,725.08,34.405524015426636
1763365565.1063688,2025-11-17 08:46:05.106369,730.08,34.40635323524475
1763365565.1111622,2025-11-17 08:46:05.111162,907.58,34.41114664077759
1763365565.1288617,2025-11-17 08:46:05.128862,907.62,34.42884612083435
1763365565.12972,2025-11-17 08:46:05.129720,912.62,34.429704427719116
1763365565.1339474,2025-11-17 08:46:05.133947,1090.12,34.433931827545166
1763365565.1512458,2025-11-17 08:46:05.151246,1090.16,34.45123028755188
1763365565.1521523,2025-11-17 08:46:05.152152,1095.16,34.452136754989624
1763365565.1609619,2025-11-17 08:46:05.160962,1122.68,34.46094632148743
1763365565.1616132,2025-11-17 08:46:05.161613,1150.12,34.46159768104553
1763365565.1789324,2025-11-17 08:46:05.178932,1150.16,34.47891688346863
1763365565.179991,2025-11-17 08:46:05.179991,1155.16,34.47997546195984
1763365565.1901345,2025-11-17 08:46:05.190135,1155.2,34.490118980407715
1763365565.1907485,2025-11-17 08:46:05.190748,1210.12,34.4907329082489
1763365565.2023327,2025-11-17 08:46:05.202333,1210.16,34.50231719017029
1763365565.2029548,2025-11-17 08:46:05.202955,1215.16,34.502939224243164
1763365565.208897,2025-11-17 08:46:05.208897,1242.68,34.50888156890869
