msg_id,sender,receiver,size_B,time_send_ms,time_receive_ms,delay_ms
node0_0,node0,node1,100,145,166.0,21.0
node0_1,node0,node2,100,145,165.0,20.0
node0_2,node0,node3,100,145,164.0,19.0
node0_3,node0,node4,100,145,167.0,22.0
node0_4,node0,node1,100,2025,2045.0,20.0
node0_5,node0,node2,100,2025,2047.0,22.0
node0_6,node0,node3,100,2025,2046.0,21.0
node0_7,node0,node4,100,2025,2044.0,19.0
node0_8,node0,node1,100,3468,3490.0,22.0
node0_9,node0,node2,100,3468,3489.0,21.0
node0_10,node0,node3,100,3468,3488.0,20.0
node0_11,node0,node4,100,3468,3487.0,19.0
node0_12,node0,node1,100,3762,3783.0,21.0
node0_13,node0,node2,100,3762,3782.0,20.0
node0_14,node0,node3,100,3762,3784.0,22.0
node0_15,node0,node4,100,3762,3781.0,19.0
node0_16,node0,node1,100,4446,4467.0,21.0
node0_17,node0,node2,100,4446,4465.0,19.0
node0_18,node0,node3,100,4446,4468.0,22.0
node0_19,node0,node4,100,4446,4466.0,20.0
node0_20,node0,node1,100,5043,5065.0,22.0
node0_21,node0,node2,100,5043,5064.0,21.0
node0_22,node0,node3,100,5043,5063.0,20.0
node0_23,node0,node4,100,5043,5062.0,19.0
node0_24,node0,node1,100,6098,6120.0,22.0
node0_25,node0,node2,100,6098,6118.0,20.0
node0_26,node0,node3,100,6098,6117.0,19.0
node0_27,node0,node4,100,6098,6119.0,21.0
node0_28,node0,node1,100,7652,7672.0,20.0
node0_29,node0,node2,100,7652,7674.0,22.0
node0_30,node0,node3,100,7652,7671.0,19.0
node0_31,node0,node4,100,7652,7673.0,21.0
node0_32,node0,node1,100,7751,7770.0,19.0
node0_33,node0,node2,100,7751,7772.0,21.0
node0_34,node0,node3,100,7751,7773.0,22.0
node0_35,node0,node4,100,7751,7771.0,20.0
node0_36,node0,node1,100,7780,7799.0,19.0
node0_37,node0,node2,100,7780,7801.0,21.0
node0_38,node0,node3,100,7780,7802.0,22.0
node0_39,node0,node4,100,7780,7800.0,20.0
node0_40,node0,node1,100,9586,9605.0,19.0
node0_41,node0,node2,100,9586,9607.0,21.0
node0_42,node0,node3,100,9586,9608.0,22.0
node0_43,node0,node4,100,9586,9606.0,20.0
node0_44,node0,node1,100,10153,10174.0,21.0
node0_45,node0,node2,100,10153,10175.0,22.0
node0_46,node0,node3,100,10153,10172.0,19.0
node0_47,node0,node4,100,10153,10173.0,20.0
node0_48,node0,node1,100,11590,11611.0,21.0
node0_49,node0,node2,100,11590,11612.0,22.0
node0_50,node0,node3,100,11590,11609.0,19.0
node0_51,node0,node4,100,11590,11610.0,20.0
node0_52,node0,node1,100,11592,11618.0,26.0
node0_53,node0,node2,100,11592,11616.0,24.0
